種別,セグメントID,テキスト,日本語BERT_判定,多言語XLM-R_判定
コメント,22,先日も質問させていただきました。ロシアがクリル列島にミサイルを配備しました。ロシアは日本に近々攻めてくる可能性はあると思いますか？,Neutral,Negative
コメント,22,野菜食べてもかわらんだろなw,Neutral,Negative
コメント,22,難しい話ですね:sweat_droplets:,Neutral,Negative
コメント,23,自分は出来ると思い込んでいる奴,Negative,Neutral
コメント,23,へへへへへへ,Neutral,Positive
コメント,23,おわっちゃう,Negative,Neutral
コメント,23,お風呂終わった〜:hot_springs:,Neutral,Positive
コメント,23,こんばんは。,Neutral,Positive
コメント,23,今日ははしゃいでないね,Negative,Positive
コメント,23,法治国家だもんね,Neutral,Positive
コメント,23,せやな,Neutral,Negative
コメント,23,ぴろたんの風邪治れー(=ﾟωﾟ)つ:minus::star::eight_pointed_star:︎、。,Neutral,Positive
コメント,23,ボクサーになるしかない。,Negative,Neutral
コメント,23,ジャイアンの勝ち　のび太の勝ち,Neutral,Positive
コメント,23,川上激オコ,Positive,Neutral
コメント,23,負けるが勝ち。,Negative,Neutral
コメント,23,なるほど,Neutral,Positive
コメント,23,チョメチョメ,Neutral,Positive
コメント,23,こんばんは,Neutral,Positive
コメント,23,おとなは、逆だね。,Neutral,Negative
コメント,23,川上ww,Positive,Neutral
コメント,23,川上氏、得したかい？,Neutral,Positive
コメント,23,ティシュ一枚で華麗に拭くよね〜:sparkles:,Neutral,Positive
コメント,23,そやなw,Neutral,Negative
コメント,23,今月ももう終わるね,Negative,Positive
コメント,23,それなw,Neutral,Negative
コメント,23,立花さんは何もしていない,Negative,Neutral
コメント,23,なるほどお,Neutral,Positive
コメント,23,ホリエモンとの対談もよーわからん,Neutral,Negative
コメント,23,ガーーーシーーーー,Negative,Positive
コメント,23,支持者へのサービス,Neutral,Positive
コメント,23,1．1万人も観てる:sparkles:,Neutral,Positive
コメント,23,川上擁護するね,Negative,Positive
コメント,23,中国産と表示された食品に強い抵抗があります。知らぬ間に中国産と表示されていない物を食べているのは重々承知しているのですが、積極的に中国産食品を選んで摂取した場合と中国産表示された食品を避けた場合は健康的なリスクに差は出ますか？,Neutral,Negative
コメント,23,それなですね。,Neutral,Negative
コメント,23,でも、ドアンゴの株価は下がったのでは…,Negative,Neutral
コメント,23,勝ち負け言っている奴は大抵そうか。,Neutral,Negative
コメント,23,お風邪さん治す為に栄養取って沢山眠って下さい(*っ´∀`)っ:bell_pepper::leafy_green::cooked_rice::roasted_sweet_potato::sleeping_face:,Neutral,Positive
コメント,23,無理しないで。スパチャ小銭より身体をいたわるべき。,Negative,Neutral
コメント,23,子供みたい,Positive,Negative
コメント,23,裏で土下座したらしいしな,Negative,Neutral
コメント,23,フーン,Neutral,Negative
コメント,23,立花さんは 訴えを取り下げてほしかったみたいですね,Negative,Neutral
コメント,23,その話だと思ったｗ　口出したがるねーｗ,Negative,Neutral
コメント,23,ほりてもんか<ひろゆきと話しても…,Neutral,Negative
コメント,23,DWANGOもKADOKAWAも上場してないのですよ,Neutral,Negative
コメント,23,でしたねー,Neutral,Positive
コメント,23,忙しくして下さい！byひろゆき,Negative,Neutral
コメント,23,立花のファンってどーゆー人よ,Neutral,Negative
コメント,23,政治家女子48党なんて誰が支持すんの？,Negative,Neutral
コメント,23,あの方は、社会知らんだろ？,Neutral,Negative
コメント,23,立花は無敵の人といっしょなんやで,Neutral,Positive
コメント,23,草,Neutral,Negative
コメント,23,立花さん曰く俺は革命家の政治家だから犯罪ギリの事もするとか、テロリストの思考ではないかと思った,Neutral,Negative
コメント,23,場所借りといてリハックにも失礼,Neutral,Negative
コメント,23,しらける土下座もしてた,Neutral,Negative
コメント,23,諦めろ！逃げろ！,Negative,Neutral
コメント,23,有罪のタイミングよ,Neutral,Negative
コメント,23,殴り合いで解決するのが一番ええ:rolling_on_the_floor_laughing:,Negative,Positive
コメント,23,うむうむ。,Neutral,Positive
コメント,23,立花さんはNHKだけやってほしい,Negative,Neutral
コメント,23,数えてる人わらう:rolling_on_the_floor_laughing:,Neutral,Negative
コメント,23,要するにどうでもいい話？,Neutral,Negative
コメント,23,珍しく感情出してるひろゆき,Negative,Positive
コメント,23,あっちとは絡まないほうがいい,Neutral,Negative
コメント,23,被逮捕権を得た,Neutral,Positive
コメント,23,ひろさん、常識的コメントおおし、、,Neutral,Positive
コメント,23,小さい世界でのプーチンvsゼレンスキー:elbowcough:,Negative,Neutral
コメント,23,リハッQ的には知名度あがって一人がちと思った:bear:,Neutral,Negative
コメント,23,どうでもいい件:grinning_face:,Neutral,Negative
コメント,23,普段似たような事やって論破してる人が言うかね・・,Neutral,Negative
コメント,23,ないないー,Negative,Neutral
コメント,23,失うものない定期,Negative,Neutral
コメント,23,ひろゆきさんは誰にでも態度変えないから人気,Neutral,Positive
コメント,23,法律上、払わなくては？,Negative,Neutral
コメント,23,たいして失ってないぞ,Negative,Neutral
コメント,23,立花氏は立ちっぱなし,Negative,Neutral
コメント,23,どっちみち政治はあたおかよ,Negative,Neutral
コメント,23,ねえ！笑,Positive,Neutral
コメント,23,弱者救済って言葉が建前にみえちゃう,Negative,Positive
コメント,23,結局:panda:の一人勝ち,Negative,Positive
コメント,23,正直、どっちもｗ,Neutral,Negative
コメント,23,お互い得るものがない対談,Negative,Neutral
コメント,23,ひろゆき様だ。,Neutral,Positive
コメント,23,やせるようにした笑,Neutral,Positive
コメント,23,川上さんはくちゃくちゃしてた,Neutral,Positive
コメント,23,何が言いたかったの？,Negative,Neutral
コメント,23,川上さんはあんなもんでしょって思ってる,Neutral,Negative
コメント,23,武田鉄矢がガーシー擁護,Negative,Positive
コメント,23,ひろゆきの副音声付きなら評価下がらないよ,Negative,Positive
コメント,23,ありましね、宮崎駿さんに怒られたこと,Neutral,Negative
コメント,23,パンダが得しただけ。,Negative,Positive
コメント,23,ひろゆグッズ ww,Positive,Neutral
